,2,3,0,1,5,4,6,7,FPR_actual,size
0,95,50.0,254,29,32.0,27.0,40.0,2473.0,9.93058730027372e-05,2229
1,95,50.0,254,29,32.0,27.0,40.0,2473.0,9.141242171742862e-05,6229
2,77,32.0,254,124,2473.0,40.0,,,1.778735288797352e-06,10229
3,109,40.0,254,124,,2473.0,,,3.320977746532294e-08,14229
4,2473,,254,273,,,,,3.320977746532294e-08,18229
5,2473,,254,273,,,,,3.320977746532294e-08,22229
6,2473,,254,273,,,,,3.320977746532294e-08,26229
7,2473,,254,273,,,,,3.320977746532294e-08,28653
8,2473,,254,273,,,,,3.320977746532294e-08,30653
